éOïHÇtÇeÇi èÉã‡ÉtÉ@ÉìÉh
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2011/02/07,10000,10000,,3.46
2011/02/08,10027,10027,,3.53
2011/02/09,10108,10108,,3.76
2011/02/10,10108,10108,,3.84
2011/02/14,10148,10148,,3.92
2011/02/15,10230,10230,,4.05
2011/02/16,10380,10380,,4.12
2011/02/17,10394,10394,,4.15
2011/02/18,10380,10380,,4.27
2011/02/21,10420,10420,,4.36
2011/02/22,10475,10475,,4.65
2011/02/23,10420,10420,,4.79
2011/02/24,10447,10447,,5.05
2011/02/25,10391,10391,,5.34
2011/02/28,10405,10405,,5.52
2011/03/01,10432,10432,,6.00
2011/03/02,10569,10569,,6.29
2011/03/03,10541,10541,,6.53
2011/03/04,10486,10486,,6.94
2011/03/07,10609,10609,,7.13
2011/03/08,10623,10623,,7.23
2011/03/09,10623,10623,,7.33
2011/03/10,10650,10650,,7.51
2011/03/11,10526,10526,,7.73
2011/03/14,10523,10523,,8.05
2011/03/15,10358,10358,,8.00
2011/03/16,10165,10165,,8.05
2011/03/17,10037,10037,,8.89
2011/03/18,10515,10515,,9.35
2011/03/22,10515,10515,,9.51
2011/03/23,10473,10473,,9.61
2011/03/24,10569,10569,,9.82
2011/03/25,10514,10514,,9.74
2011/03/28,10568,10568,,10.00
2011/03/29,10499,10499,,10.03
2011/03/30,10609,10609,,10.15
2011/03/31,10691,10691,,10.24
2011/04/01,10828,10828,,10.39
2011/04/04,10896,10896,,10.53
2011/04/05,10992,10992,,10.57
2011/04/06,11238,11238,,10.68
2011/04/07,11237,11237,,10.49
2011/04/08,11333,11333,,10.49
2011/04/11,11332,11332,,10.49
2011/04/12,11071,11071,,10.18
2011/04/13,11098,11098,,10.09
2011/04/14,11044,11044,,10.09
2011/04/15,11140,11140,,10.12
2011/04/18,11153,11153,,10.07
2011/04/19,11098,11098,,10.03
2011/04/20,11263,11263,,10.11
2011/04/21,11194,11194,,9.92
2011/04/22,11139,11139,,9.86
2011/04/25,11248,11248,,9.99
2011/04/26,11083,11083,,9.85
2011/04/27,11110,11110,,9.70
2011/04/28,11261,11261,,9.83
2011/05/02,11329,11329,,9.92
2011/05/06,10818,10818,,9.45
2011/05/09,10955,10955,,9.53
2011/05/10,10955,10955,,9.55
2011/05/11,11093,11093,,9.72
2011/05/12,10914,10914,,9.64
2011/05/13,10941,10941,,9.55
2011/05/16,10871,10871,,9.60
2011/05/17,10913,10913,,9.70
2011/05/18,10844,10844,,9.75
2011/05/19,10967,10967,,9.79
2011/05/20,10967,10967,,9.77
2011/05/23,11104,11104,,9.91
2011/05/24,11132,11132,,9.94
2011/05/25,11159,11159,,9.86
2011/05/26,11214,11214,,9.88
2011/05/27,11090,11090,,9.77
2011/05/30,11090,11090,,9.79
2011/05/31,11172,11172,,9.89
2011/06/01,11158,11158,,9.99
2011/06/02,11172,11172,,10.01
2011/06/03,11089,11089,,9.94
2011/06/06,11116,11116,,10.01
2011/06/07,11116,11116,,9.68
2011/06/08,11047,11047,,9.66
2011/06/09,11047,11047,,9.63
2011/06/10,11033,11033,,9.70
2011/06/13,11019,11019,,9.68
2011/06/14,10936,10936,,9.61
2011/06/15,10950,10950,,9.63
2011/06/16,11018,11018,,9.66
2011/06/17,11018,11018,,9.66
2011/06/20,11032,11032,,9.68
2011/06/21,11059,11059,,9.75
2011/06/22,11100,11100,,9.79
2011/06/23,11059,11059,,9.75
2011/06/24,10935,10935,,9.64
2011/06/27,10852,10852,,9.58
2011/06/28,10852,10852,,9.58
2011/06/29,10934,10934,,9.67
2011/06/30,10906,10906,,9.65
2011/07/01,10865,10865,,9.77
2011/07/04,10823,10823,,9.73
2011/07/05,10864,10864,,9.76
2011/07/06,10961,10961,,9.87
2011/07/07,11084,11084,,9.99
2011/07/08,11125,11125,,10.00
2011/07/11,11152,11152,,10.00
2011/07/12,11125,11125,,9.98
2011/07/13,11138,11138,,9.79
2011/07/14,11152,11152,,9.77
2011/07/15,11179,11179,,9.79
2011/07/19,11329,11329,,9.67
2011/07/20,11206,11206,,9.53
2011/07/21,11274,11274,,9.58
2011/07/22,11178,11178,,9.50
2011/07/25,11315,11315,,9.63
2011/07/26,11246,11246,,9.58
2011/07/27,11273,11273,,9.61
2011/07/28,11191,11191,,9.40
2011/07/29,11232,11232,,9.45
2011/08/01,11190,11190,,9.43
2011/08/02,11245,11245,,9.38
2011/08/03,11518,11518,,9.71
2011/08/04,11818,11818,,9.90
2011/08/05,11722,11722,,9.83
2011/08/08,11954,11954,,9.96
2011/08/09,12063,12063,,10.03
2011/08/10,11995,11995,,9.99
2011/08/11,12281,12281,,10.11
2011/08/12,12158,12158,,10.02
2011/08/15,11953,11953,,9.74
2011/08/16,12171,12171,,10.01
2011/08/17,12253,12253,,10.12
2011/08/18,12294,12294,,10.15
2011/08/19,12635,12635,,10.51
2011/08/22,12949,12949,,10.99
2011/08/23,13085,13085,,11.05
2011/08/24,12621,12621,,10.59
2011/08/25,11952,11952,,10.01
2011/08/26,12279,12279,,10.19
2011/08/29,12470,12470,,10.23
2011/08/30,12292,12292,,10.13
2011/08/31,12552,12552,,10.36
2011/09/01,12497,12497,,10.28
2011/09/02,12483,12483,,10.25
2011/09/05,12838,12838,,10.52
2011/09/06,13125,13125,,10.77
2011/09/07,12687,12687,,10.45
2011/09/08,12687,12687,,10.38
2011/09/09,12823,12823,,10.42
2011/09/12,12727,12727,,10.29
2011/09/13,12563,12563,,10.21
2011/09/14,12426,12426,,10.11
2011/09/15,12341,12341,,10.36
2011/09/16,12123,12123,,10.32
2011/09/20,12040,12040,,10.44
2011/09/21,12272,12272,,10.70
2011/09/22,12135,12135,,10.63
2011/09/26,10799,10799,,9.47
2011/09/27,11250,11250,,10.08
2011/09/28,11236,11236,,10.18
2011/09/29,11099,11099,,10.19
2011/09/30,11085,11085,,10.32
2011/10/03,11207,11207,,10.65
2011/10/04,11454,11454,,10.93
2011/10/05,11139,11139,,10.65
2011/10/06,11193,11193,,10.85
2011/10/07,11357,11357,,11.04
2011/10/11,11453,11453,,11.16
2011/10/12,11330,11330,,11.25
2011/10/13,11425,11425,,11.39
2011/10/14,11343,11343,,11.35
2011/10/17,11438,11438,,11.47
2011/10/18,11328,11328,,11.50
2011/10/19,11260,11260,,11.47
2011/10/20,11041,11041,,11.28
2011/10/21,11081,11081,,11.36
2011/10/24,11149,11149,,11.45
2011/10/25,11149,11149,,11.48
2011/10/26,11533,11533,,11.97
2011/10/27,11533,11533,,11.99
2011/10/28,11629,11629,,12.14
2011/10/31,11875,11875,,12.40
2011/11/01,11793,11793,,12.35
2011/11/02,11875,11875,,12.46
2011/11/04,12107,12107,,12.71
2011/11/07,12202,12202,,12.89
2011/11/08,12284,12284,,12.96
2011/11/09,12174,12174,,12.80
2011/11/10,11996,11996,,12.65
2011/11/11,12091,12091,,12.80
2011/11/14,12187,12187,,13.01
2011/11/15,12050,12050,,12.88
2011/11/16,11981,11981,,12.98
2011/11/17,11940,11940,,12.91
2011/11/18,11694,11694,,12.64
2011/11/21,11652,11652,,12.75
2011/11/22,11420,11420,,12.58
2011/11/24,11570,11570,,12.74
2011/11/25,11597,11597,,12.94
2011/11/28,11733,11733,,13.07
2011/11/29,11788,11788,,13.20
2011/11/30,11884,11884,,13.32
2011/12/01,11993,11993,,13.43
2011/12/02,11952,11952,,13.32
2011/12/05,11979,11979,,13.37
2011/12/06,11732,11732,,13.10
2011/12/07,11869,11869,,13.26
2011/12/08,11869,11869,,13.29
2011/12/09,11732,11732,,13.20
2011/12/12,11621,11621,,12.72
2011/12/13,11403,11403,,12.55
2011/12/14,11293,11293,,12.42
2011/12/15,10869,10869,,12.04
2011/12/16,11006,11006,,12.26
2011/12/19,11019,11019,,12.11
2011/12/20,11073,11073,,12.37
2011/12/21,11169,11169,,12.46
2011/12/22,11073,11073,,12.41
2011/12/26,11004,11004,,12.42
2011/12/27,10976,10976,,12.49
2011/12/28,10948,10948,,12.80
2011/12/29,10769,10769,,12.73
2011/12/30,10714,10714,,12.73
2012/01/04,10906,10906,,13.14
2012/01/05,11097,11097,,13.38
2012/01/06,11125,11125,,13.44
2012/01/10,11015,11015,,13.31
2012/01/11,11138,11138,,13.50
2012/01/12,11165,11165,,13.56
2012/01/13,11165,11165,,13.54
2012/01/16,11109,11109,,13.55
2012/01/17,11205,11205,,13.74
2012/01/18,11217,11217,,14.61
2012/01/19,11244,11244,,14.66
2012/01/20,11217,11217,0,14.48
2012/01/23,11285,11285,,14.60
2012/01/24,11354,11354,,14.64
2012/01/25,11408,11408,,14.75
2012/01/26,11614,11614,,15.07
2012/01/27,11600,11600,,15.08
2012/01/30,11654,11654,,15.12
2012/01/31,11572,11572,,14.99
2012/02/01,11640,11640,,15.09
2012/02/02,11681,11681,,15.56
2012/02/03,11776,11776,,15.72
2012/02/06,11694,11694,,15.33
2012/02/07,11543,11543,,15.16
2012/02/08,11776,11776,,15.43
2012/02/09,11776,11776,,15.43
2012/02/10,11762,11762,,15.49
2012/02/13,11775,11775,,15.28
2012/02/14,11761,11761,,15.32
2012/02/15,11884,11884,,15.53
2012/02/16,11857,11857,,15.44
2012/02/17,12021,12021,,15.63
2012/02/20,12103,12103,,15.41
2012/02/21,12144,12144,,15.53
2012/02/22,12349,12349,,15.59
2012/02/23,12459,12459,,15.58
2012/02/24,12500,12500,,15.43
2012/02/27,12636,12636,,14.79
2012/02/28,12513,12513,,14.71
2012/02/29,12609,12609,,14.69
2012/03/01,12197,12197,,14.14
2012/03/02,12279,12279,,14.40
2012/03/05,12183,12183,,13.98
2012/03/06,12099,12099,,12.99
2012/03/07,11811,11811,,12.64
2012/03/08,12030,12030,,12.87
2012/03/09,12208,12208,,13.23
2012/03/12,12248,12248,,13.08
2012/03/13,12193,12193,,12.77
2012/03/14,12207,12207,,12.81
2012/03/15,12056,12056,,13.70
2012/03/16,12124,12124,,13.77
2012/03/19,12138,12138,,13.55
2012/03/21,12069,12069,,13.39
2012/03/22,12000,12000,,13.41
2012/03/23,11904,11904,,13.28
2012/03/26,11999,11999,,13.27
2012/03/27,12246,12246,,13.74
2012/03/28,12163,12163,,13.72
2012/03/29,12040,12040,,13.69
2012/03/30,11944,11944,,13.71
2012/04/02,12149,12149,,13.99
2012/04/03,12080,12080,,13.91
2012/04/04,11915,11915,,13.68
2012/04/05,11710,11710,,13.45
2012/04/06,11764,11764,,13.52
2012/04/09,11750,11750,,13.51
2012/04/10,11832,11832,,13.61
2012/04/11,11777,11777,,13.57
2012/04/12,11804,11804,,13.64
2012/04/13,11928,11928,,13.81
2012/04/16,11681,11681,,13.53
2012/04/17,11653,11653,,13.55
2012/04/18,11817,11817,,13.73
2012/04/19,11721,11721,,13.61
2012/04/20,11790,11790,,13.71
2012/04/23,11721,11721,,13.63
2012/04/24,11625,11625,,13.51
2012/04/25,11720,11720,,13.49
2012/04/26,11734,11734,,13.59
2012/04/27,11747,11747,,13.61
2012/05/01,11637,11637,,13.51
2012/05/02,11678,11678,,13.76
2012/05/07,11499,11499,,13.52
2012/05/08,11499,11499,,13.54
2012/05/09,11184,11184,,13.05
2012/05/10,11184,11184,,13.06
2012/05/11,11143,11143,,13.03
2012/05/14,11101,11101,,12.98
2012/05/15,10924,10924,,13.05
2012/05/16,10897,10897,,13.06
2012/05/17,11005,11005,,13.21
2012/05/18,11032,11032,,13.29
2012/05/21,11210,11210,,13.48
2012/05/22,11141,11141,,13.49
2012/05/23,10936,10936,,13.29
2012/05/24,10908,10908,,13.30
2012/05/25,10949,10949,,13.37
2012/05/28,11058,11058,,13.46
2012/05/29,11045,11045,,13.49
2012/05/30,10867,10867,,13.30
2012/05/31,10853,10853,,13.29
2012/06/01,10798,10798,,13.24
2012/06/04,11195,11195,,13.84
2012/06/05,11181,11181,,13.90
2012/06/06,11277,11277,,14.08
2012/06/07,11345,11345,,14.07
2012/06/08,10975,10975,,13.63
2012/06/11,11235,11235,,13.95
2012/06/12,11139,11139,,13.89
2012/06/13,11289,11289,,14.18
2012/06/14,11330,11330,,14.24
2012/06/15,11248,11248,,14.17
2012/06/18,11302,11302,,14.26
2012/06/19,11302,11302,,14.24
2012/06/20,11233,11233,,14.15
2012/06/21,11219,11219,,14.15
2012/06/22,11068,11068,,13.98
2012/06/25,11082,11082,,14.00
2012/06/26,11068,11068,,13.98
2012/06/27,10999,10999,,13.92
2012/06/28,11026,11026,,14.11
2012/06/29,10958,10958,,14.15
2012/07/02,11122,11122,,14.43
2012/07/03,11245,11245,,14.61
2012/07/04,11313,11313,,14.69
2012/07/05,11299,11299,,14.68
2012/07/06,11258,11258,,14.60
2012/07/09,11066,11066,,14.38
2012/07/10,11066,11066,,14.40
2012/07/11,11011,11011,,14.36
2012/07/12,10956,10956,,14.30
2012/07/13,10970,10970,,14.33
2012/07/17,11038,11038,,14.45
2012/07/18,10955,10955,,14.37
2012/07/19,10928,10928,,15.27
2012/07/20,10955,10955,,15.31
2012/07/23,10845,10845,,15.17
2012/07/24,10900,10900,,15.27
2012/07/25,10886,10886,,15.27
2012/07/26,11037,11037,,15.58
2012/07/27,11119,11119,,15.77
2012/07/30,11132,11132,,15.81
2012/07/31,11159,11159,,15.90
2012/08/01,11077,11077,,15.94
2012/08/02,11036,11036,,15.89
2012/08/03,10926,10926,,15.75
2012/08/06,11063,11063,,15.96
2012/08/07,11063,11063,,15.98
2012/08/08,11104,11104,,16.11
2012/08/09,11144,11144,,16.17
2012/08/10,11117,11117,,16.08
2012/08/13,11144,11144,,16.13
2012/08/14,11075,11075,,16.06
2012/08/15,11075,11075,,16.06
2012/08/16,11130,11130,,16.18
2012/08/17,11239,11239,,16.37
2012/08/20,11280,11280,,16.43
2012/08/21,11252,11252,,16.43
2012/08/22,11389,11389,,16.65
2012/08/23,11485,11485,,16.86
2012/08/24,11498,11498,,16.95
2012/08/27,11566,11566,,17.06
2012/08/28,11443,11443,,16.99
2012/08/29,11484,11484,,17.04
2012/08/30,11456,11456,,16.97
2012/08/31,11401,11401,,16.86
2012/09/03,11606,11606,,17.20
2012/09/04,11606,11606,,17.33
2012/09/05,11634,11634,,17.17
2012/09/06,11675,11675,,17.23
2012/09/07,11702,11702,,17.21
2012/09/10,11880,11880,,17.33
2012/09/11,11838,11838,,17.22
2012/09/12,11811,11811,,17.01
2012/09/13,11743,11743,,16.61
2012/09/14,12017,12017,,16.92
2012/09/18,12043,12043,,16.91
2012/09/19,12263,12263,,17.16
2012/09/20,12030,12030,,16.60
2012/09/21,12112,12112,,16.42
2012/09/24,12016,12016,,15.96
2012/09/25,12016,12016,,16.03
2012/09/26,11975,11975,,15.93
2012/09/27,11933,11933,,15.90
2012/09/28,12084,12084,,16.08
2012/10/01,12042,12042,,18.21
2012/10/02,12179,12179,,18.43
2012/10/03,12165,12165,,18.48
2012/10/04,12261,12261,,18.70
2012/10/05,12316,12316,,18.81
2012/10/09,12178,12178,,18.62
2012/10/10,12028,12028,,18.26
2012/10/11,12014,12014,,18.23
2012/10/12,12110,12110,,18.34
2012/10/15,11972,11972,,18.15
2012/10/16,11986,11986,,18.14
2012/10/17,12040,12040,,18.13
2012/10/18,12068,12068,,18.27
2012/10/19,12040,12040,,18.18
2012/10/22,11999,11999,,18.07
2012/10/23,12053,12053,,18.12
2012/10/24,11957,11957,,17.77
2012/10/25,12026,12026,,17.89
2012/10/26,11943,11943,,17.89
2012/10/29,11970,11970,,17.96
2012/10/30,11970,11970,,17.99
2012/10/31,11984,11984,,18.12
2012/11/01,12094,12094,,18.29
2012/11/02,12052,12052,,18.28
2012/11/05,11887,11887,,18.03
2012/11/06,11873,11873,,18.08
2012/11/07,12106,12106,,18.48
2012/11/08,12024,12024,,18.33
2012/11/09,12092,12092,,18.39
2012/11/12,12078,12078,,18.39
2012/11/13,11996,11996,,18.36
2012/11/14,12037,12037,,18.45
2012/11/15,12228,12228,,18.76
2012/11/16,12173,12173,,18.69
2012/11/19,12255,12255,,18.48
2012/11/20,12351,12351,,18.52
2012/11/21,12365,12365,,18.56
2012/11/22,12474,12474,,18.65
2012/11/26,12571,12571,,18.74
2012/11/27,12585,12585,,16.50
2012/11/28,12420,12420,,15.29
2012/11/29,12365,12365,,15.05
2012/11/30,12461,12461,,15.21
2012/12/03,12351,12351,,15.06
2012/12/04,12187,12187,,14.55
2012/12/05,12214,12214,,14.61
2012/12/06,12173,12173,,14.65
2012/12/07,12269,12269,,14.79
2012/12/10,12309,12309,,14.85
2012/12/11,12309,12309,,14.81
2012/12/12,12350,12350,,14.85
2012/12/13,12392,12392,,14.83
2012/12/14,12446,12446,,14.91
2012/12/17,12405,12405,,14.85
2012/12/18,12473,12473,,14.97
2012/12/19,12336,12336,,14.78
2012/12/20,12240,12240,,14.53
2012/12/21,12075,12075,,14.54
2012/12/25,12253,12253,,14.95
2012/12/26,12349,12349,,15.10
2012/12/27,12390,12390,,15.18
2012/12/28,12513,12513,,15.39
2013/01/04,12622,12622,,15.46
2013/01/07,12717,12717,,15.54
2013/01/08,12566,12566,,15.34
2013/01/09,12676,12676,,15.45
2013/01/10,12717,12717,,15.47
2013/01/11,12964,12964,,15.73
2013/01/15,12936,12936,,15.73
2013/01/16,12908,12908,,15.69
2013/01/17,12935,12935,,15.62
2013/01/18,13237,13237,,15.92
2013/01/21,13182,13182,0,15.91
2013/01/22,13127,13127,,15.78
2013/01/23,13003,13003,,15.66
2013/01/24,13044,13044,,15.81
2013/01/25,13140,13140,,15.93
2013/01/28,13140,13140,,16.04
2013/01/29,13085,13085,,16.07
2013/01/30,13181,13181,,16.25
2013/01/31,13277,13277,,16.41
2013/02/01,13318,13318,,16.49
2013/02/04,13468,13468,,16.64
2013/02/05,13427,13427,,16.62
2013/02/06,13619,13619,,16.86
2013/02/07,13673,13673,,16.95
2013/02/08,13563,13563,,16.73
2013/02/12,13439,13439,,16.60
2013/02/13,13343,13343,,16.42
2013/02/14,13384,13384,,16.46
2013/02/15,13137,13137,,16.18
2013/02/18,13178,13178,,16.24
2013/02/19,13150,13150,,16.30
2013/02/20,13040,13040,,16.15
2013/02/21,12752,12752,,15.83
2013/02/22,12903,12903,,15.81
2013/02/25,13026,13026,,15.88
2013/02/26,12807,12807,,15.64
2013/02/27,12903,12903,,15.75
2013/02/28,12916,12916,,15.84
2013/03/01,12793,12793,,16.03
2013/03/04,12847,12847,,16.22
2013/03/05,12833,12833,,16.17
2013/03/06,12861,12861,,16.21
2013/03/07,12929,12929,,16.41
2013/03/08,13135,13135,,16.78
2013/03/11,13231,13231,,17.08
2013/03/12,13299,13299,,17.14
2013/03/13,13271,13271,,17.11
2013/03/14,13271,13271,,17.09
2013/03/15,13354,13354,,17.12
2013/03/18,13134,13134,,16.72
2013/03/19,13353,13353,,17.02
2013/03/21,13380,13380,,16.92
2013/03/22,13312,13312,,16.82
2013/03/25,13311,13311,,16.84
2013/03/26,13160,13160,,16.73
2013/03/27,13202,13202,,16.89
2013/03/28,13202,13202,,17.09
2013/03/29,13229,13229,,17.33
2013/04/01,13160,13160,,17.27
2013/04/02,12996,12996,,17.00
2013/04/03,12831,12831,,16.89
2013/04/04,12818,12818,,16.96
2013/04/05,12996,12996,,17.21
2013/04/08,13475,13475,,17.82
2013/04/09,13612,13612,,18.04
2013/04/10,13694,13694,,18.17
2013/04/11,13543,13543,,18.13
2013/04/12,13557,13557,,18.34
2013/04/15,12461,12461,,17.00
2013/04/16,11707,11707,,15.99
2013/04/17,11858,11858,,16.34
2013/04/18,11735,11735,,16.60
2013/04/19,12160,12160,,17.71
2013/04/22,12338,12338,,18.14
2013/04/23,12270,12270,,18.17
2013/04/24,12352,12352,,18.46
2013/04/25,12489,12489,,18.72
2013/04/26,12654,12654,,19.18
2013/04/30,12530,12530,,19.06
2013/05/01,12530,12530,,19.28
2013/05/02,12325,12325,,19.00
2013/05/07,12584,12584,,19.43
2013/05/08,12488,12488,,19.27
2013/05/09,12611,12611,,19.51
2013/05/10,12817,12817,,19.87
2013/05/13,12720,12720,,19.76
2013/05/14,12706,12706,,19.56
2013/05/15,12624,12624,,19.43
2013/05/16,12405,12405,,19.11
2013/05/17,12322,12322,,18.93
2013/05/20,12007,12007,,18.45
2013/05/21,12486,12486,,19.24
2013/05/22,12281,12281,,19.02
2013/05/23,12185,12185,,18.87
2013/05/24,12336,12336,,19.43
2013/05/27,12226,12226,,19.49
2013/05/28,12295,12295,,19.66
2013/05/29,12295,12295,,20.33
2013/05/30,12295,12295,,20.56
2013/05/31,12459,12459,,20.81
2013/06/03,12198,12198,,20.32
2013/06/04,12267,12267,,20.50
2013/06/05,12198,12198,,20.14
2013/06/06,12061,12061,,20.00
2013/06/07,11924,11924,,19.81
2013/06/10,11855,11855,,19.70
2013/06/11,11841,11841,,19.69
2013/06/12,11622,11622,,19.40
2013/06/13,11457,11457,,19.22
2013/06/14,11471,11471,,19.22
2013/06/17,11498,11498,,19.28
2013/06/18,11443,11443,,19.22
2013/06/19,11374,11374,,19.10
2013/06/20,11388,11388,,19.17
2013/06/21,11087,11087,,18.74
2013/06/24,11031,11031,,18.75
2013/06/25,10935,10935,,18.60
2013/06/26,10647,10647,,18.10
2013/06/27,10566,10566,,18.16
2013/06/28,10483,10483,,18.08
2013/07/01,10866,10866,,18.69
2013/07/02,10990,10990,,19.04
2013/07/03,10976,10976,,19.08
2013/07/04,10935,10935,,19.11
2013/07/05,10921,10921,,19.14
2013/07/08,10757,10757,,19.00
2013/07/09,11113,11113,,19.72
2013/07/10,10962,10962,,19.59
2013/07/11,11168,11168,,19.86
2013/07/12,11086,11086,,19.79
2013/07/16,11181,11181,,19.98
2013/07/17,11181,11181,,20.11
2013/07/18,11140,11140,,20.08
2013/07/19,11290,11290,,20.42
2013/07/22,11509,11509,,20.89
2013/07/23,11523,11523,,20.99
2013/07/24,11673,11673,,21.47
2013/07/25,11495,11495,,21.12
2013/07/26,11509,11509,,21.22
2013/07/29,11317,11317,,20.97
2013/07/30,11371,11371,,21.28
2013/07/31,11358,11358,,21.28
2013/08/01,11289,11289,,21.19
2013/08/02,11207,11207,,21.02
2013/08/05,11329,11329,,21.26
2013/08/06,11083,11083,,20.82
2013/08/07,10850,10850,,20.41
2013/08/08,10891,10891,,20.33
2013/08/09,11055,11055,,20.68
2013/08/12,11219,11219,,21.04
2013/08/13,11301,11301,,21.33
2013/08/14,11328,11328,,21.47
2013/08/15,11397,11397,,21.62
2013/08/16,11603,11603,,21.19
2013/08/19,11739,11739,,21.46
2013/08/20,11479,11479,,20.98
2013/08/21,11616,11616,,21.12
2013/08/22,11671,11671,,21.18
2013/08/23,11849,11849,,21.49
2013/08/26,11985,11985,,21.75
2013/08/27,11971,11971,,21.75
2013/08/28,12081,12081,,21.98
2013/08/29,11957,11957,,21.74
2013/08/30,12012,12012,,21.83
2013/09/02,11957,11957,,21.75
2013/09/03,12025,12025,,22.00
2013/09/04,12203,12203,,22.33
2013/09/05,11984,11984,,21.83
2013/09/06,11888,11888,,21.63
2013/09/09,12011,12011,,21.93
2013/09/10,11915,11915,,21.64
2013/09/11,11901,11901,,21.57
2013/09/12,11695,11695,,21.09
2013/09/13,11408,11408,,20.55
2013/09/17,11325,11325,,20.38
2013/09/18,11202,11202,,20.21
2013/09/19,11653,11653,,21.01
2013/09/20,11749,11749,,21.20
2013/09/24,11420,11420,,20.56
2013/09/25,11392,11392,,20.46
2013/09/26,11447,11447,,20.53
2013/09/27,11364,11364,,20.45
2013/09/30,11391,11391,,20.49
2013/10/01,11364,11364,,20.52
2013/10/02,11049,11049,,19.99
2013/10/03,11186,11186,,20.34
2013/10/04,11213,11213,,20.44
2013/10/07,11199,11199,,20.53
2013/10/08,11240,11240,,20.68
2013/10/09,11212,11212,,20.66
2013/10/10,11171,11171,,20.59
2013/10/11,11130,11130,,20.57
2013/10/15,10924,10924,,20.22
2013/10/16,11047,11047,,20.50
2013/10/17,10979,10979,,20.38
2013/10/18,11293,11293,,20.96
2013/10/21,11293,11293,,20.98
2013/10/22,11293,11293,,20.90
2013/10/23,11375,11375,,21.08
2013/10/24,11389,11389,,21.20
2013/10/25,11402,11402,,21.23
2013/10/28,11484,11484,,21.47
2013/10/29,11511,11511,,21.59
2013/10/30,11511,11511,,21.63
2013/10/31,11484,11484,,21.56
2013/11/01,11347,11347,,21.30
2013/11/05,11319,11319,,21.29
2013/11/06,11318,11318,,21.25
2013/11/07,11332,11332,,21.28
2013/11/08,11236,11236,,21.10
2013/11/11,11112,11112,,20.89
2013/11/12,11126,11126,,20.92
2013/11/13,11071,11071,,20.85
2013/11/14,11194,11194,,21.04
2013/11/15,11249,11249,,21.43
2013/11/18,11207,11207,,21.35
2013/11/19,11098,11098,,21.29
2013/11/20,11125,11125,,21.27
2013/11/21,10947,10947,,20.95
2013/11/22,10974,10974,,21.05
2013/11/25,10988,10988,,21.13
2013/11/26,11097,11097,,21.43
2013/11/27,11029,11029,,21.41
2013/11/28,11015,11015,,21.31
2013/11/29,11070,11070,,21.67
2013/12/02,11097,11097,,21.78
2013/12/03,11001,11001,,21.62
2013/12/04,10947,10947,,21.66
2013/12/05,11015,11015,,21.89
2013/12/06,10947,10947,,21.83
2013/12/09,11015,11015,,22.02
2013/12/10,11165,11165,,22.34
2013/12/11,11233,11233,,22.38
2013/12/12,11179,11179,,22.39
2013/12/13,11097,11097,,22.27
2013/12/16,11014,11014,,22.14
2013/12/17,11151,11151,,22.41
2013/12/18,11027,11027,,22.16
2013/12/19,11068,11068,,22.20
2013/12/20,10891,10891,,21.89
2013/12/24,10904,10904,,21.95
2013/12/25,10890,10890,,21.91
2013/12/26,10945,10945,,22.16
2013/12/27,11040,11040,,22.37
2013/12/30,11067,11067,,22.50
2014/01/06,11230,11230,,23.23
2014/01/07,11257,11257,,23.46
2014/01/08,11148,11148,,23.26
2014/01/09,11162,11162,,23.34
2014/01/10,11257,11257,,23.67
2014/01/14,11215,11215,,23.60
2014/01/15,11229,11229,,23.54
2014/01/16,11284,11284,,23.71
2014/01/17,11270,11270,,23.68
2014/01/20,11324,11324,0,23.74
2014/01/21,11351,11351,,23.80
2014/01/22,11255,11255,,23.57
2014/01/23,11173,11173,,23.46
2014/01/24,11296,11296,,23.52
2014/01/27,11296,11296,,23.47
2014/01/28,11214,11214,,23.47
2014/01/29,11241,11241,,23.55
2014/01/30,11213,11213,,23.44
2014/01/31,11076,11076,,23.18
2014/02/03,11049,11049,,23.18
2014/02/04,11035,11035,,23.15
2014/02/05,11021,11021,,23.14
2014/02/06,11076,11076,,23.29
2014/02/07,11171,11171,,23.49
2014/02/10,11266,11266,,23.71
2014/02/12,11430,11430,,24.11
2014/02/13,11416,11416,,24.08
2014/02/14,11512,11512,,24.25
2014/02/17,11676,11676,,24.64
2014/02/18,11730,11730,,24.77
2014/02/19,11634,11634,,24.47
2014/02/20,11607,11607,,24.36
2014/02/21,11702,11702,,24.60
2014/02/24,11743,11743,,24.65
2014/02/25,11825,11825,,24.78
2014/02/26,11879,11879,,24.90
2014/02/27,11783,11783,,24.74
2014/02/28,11742,11742,,24.64
2014/03/03,11824,11824,,24.84
2014/03/04,11919,11919,,25.02
2014/03/05,11810,11810,,24.75
2014/03/06,11892,11892,,24.81
2014/03/07,12042,12042,,25.16
2014/03/10,11877,11877,,24.72
2014/03/11,11987,11987,,25.06
2014/03/12,12096,12096,,25.42
2014/03/13,12191,12191,,25.56
2014/03/14,12054,12054,,25.26
2014/03/17,12163,12163,,25.24
2014/03/18,11958,11958,,24.66
2014/03/19,11917,11917,,24.40
2014/03/20,11794,11794,,24.10
2014/03/24,11752,11752,,24.21
2014/03/25,11629,11629,,24.08
